,index,Neighborhood,OccurMonth_Year,Matched_Names,Animal Cruelty Offenses,Arson,Assault Offenses,Bribery,Burglary,Counterfeiting/Forgery,Drug/Narcotic Offenses,Embezzlement,Extortion/Blackmail,Fraud Offenses,Gambling Offenses,Homicide Offenses,Human Trafficking Offenses,Kidnapping/Abduction,Larceny Offenses,Motor Vehicle Theft,Pornography/Obscene Material,Prostitution Offenses,Robbery,Sex Offenses,Stolen Property Offenses,Vandalism,Weapon Law Violations,Total_Offenses,Average Radiance Per Pixel Per month,avg_home_price,median_home_price,average_cost_per_foot,days_on_market,homes_sold_2017,condo_sales,distressed_property_sales,year_built,adj_popn,adj_popn_pe_sq_mi,median_age,median_household_income,home_ownership,married,divorced,widowed,seperated,never_married,popn_bachelors_degree_perc,popn_graduate_degree,median_monthly_housing_expenses,people_below_poverty,unemployed_perc,english_perc,perc_households_children,x,perc_diff_county_last_year,perc_diff_state_last_year,total_newcomers_perc,x.1,parks_perc,x.2,commute_by_public_transit,commute_by_bike_perc,commute_by_walking_perc,commute_biking_walking_perc,miles_bike_route_per_sqkm,walk_score
44,44,ALAMEDA,2019-03,ALAMEDA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,14.923909650241034,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
45,45,ALAMEDA,2019-04,ALAMEDA,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,13.699628589640243,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
46,46,ALAMEDA,2019-05,ALAMEDA,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,12.784976073348556,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
47,47,ALAMEDA,2019-06,ALAMEDA,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.422525297109265,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
48,48,ALAMEDA,2019-07,ALAMEDA,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.236153923358462,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
49,49,ALAMEDA,2019-08,ALAMEDA,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,11.734047795606859,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
50,50,ALAMEDA,2019-09,ALAMEDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.29727856309724,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
51,51,ALAMEDA,2019-10,ALAMEDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,12.766482973478205,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
52,52,ALAMEDA,2019-11,ALAMEDA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,15.679517240043658,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
53,53,ALAMEDA,2019-12,ALAMEDA,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,19.30675857705842,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
54,54,ALAMEDA,2020-01,ALAMEDA,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.846572726727798,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
55,55,ALAMEDA,2020-02,ALAMEDA,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,15.23371887864738,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
56,56,ALAMEDA,2020-03,ALAMEDA,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,14.479294407589052,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
57,57,ALAMEDA,2020-04,ALAMEDA,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,11.773973552491364,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
58,58,ALAMEDA,2020-05,ALAMEDA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,13.494631422735967,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
59,59,ALAMEDA,2020-06,ALAMEDA,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,10.962599494792423,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
60,60,ALAMEDA,2020-07,ALAMEDA,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,12.158259896194904,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
61,61,ALAMEDA,2020-08,ALAMEDA,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,11.856747944475172,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
62,62,ALAMEDA,2020-09,ALAMEDA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,11.240127417263363,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
63,63,ALAMEDA,2020-10,ALAMEDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,11.908445616805587,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
64,64,ALAMEDA,2020-11,ALAMEDA,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,15.117177721929169,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
65,65,ALAMEDA,2020-12,ALAMEDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,17.269777662241808,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
66,66,ALAMEDA,2021-01,ALAMEDA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,18.061161714649955,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
67,67,ALAMEDA,2021-02,ALAMEDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.64056772490079,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
68,68,ALAMEDA,2021-03,ALAMEDA,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,19.0,15.186413594961795,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
69,69,ALAMEDA,2021-04,ALAMEDA,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
70,70,ALAMEDA,2021-05,ALAMEDA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,19.0,13.57358603085384,709588,685000,257,23,82,0,1,1928,5622,9421,41,105242,78.4,55.0,10.6,3.3,0.6,30.4,38.5,33.6,1496,6.9,5.1,92.9,36.0,86.4,0.4,4.2,5.4,0,0,13,8.6,12.2,3.3,15.5,1.24,65
71,71,ARBOR LODGE,2015-07,ARBOR_LODGE,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,36.0,25.359169030431822,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
72,72,ARBOR LODGE,2015-08,ARBOR_LODGE,0.0,0.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,39.0,25.545900736069513,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
73,73,ARBOR LODGE,2015-09,ARBOR_LODGE,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,34.0,23.089474596682052,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
74,74,ARBOR LODGE,2015-10,ARBOR_LODGE,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,31.0,24.389678352973927,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
75,75,ARBOR LODGE,2015-11,ARBOR_LODGE,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,50.0,20.37430990311341,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
76,76,ARBOR LODGE,2015-12,ARBOR_LODGE,0.0,0.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,24.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,48.0,24.37041908548471,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
77,77,ARBOR LODGE,2016-01,ARBOR_LODGE,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,36.0,26.183544504925194,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
78,78,ARBOR LODGE,2016-02,ARBOR_LODGE,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,21.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,39.0,21.95407683275867,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
79,79,ARBOR LODGE,2016-03,ARBOR_LODGE,0.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,48.0,21.91562482060232,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
80,80,ARBOR LODGE,2016-04,ARBOR_LODGE,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,31.0,24.37877293766775,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
81,81,ARBOR LODGE,2016-05,ARBOR_LODGE,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,45.0,27.28732180793652,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
82,82,ARBOR LODGE,2016-06,ARBOR_LODGE,0.0,0.0,4.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,41.0,23.82217061589379,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
83,83,ARBOR LODGE,2016-07,ARBOR_LODGE,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32.0,21.44467881264083,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
84,84,ARBOR LODGE,2016-08,ARBOR_LODGE,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,45.0,25.971077197362426,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
85,85,ARBOR LODGE,2016-09,ARBOR_LODGE,0.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,53.0,24.163423750266183,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
86,86,ARBOR LODGE,2016-10,ARBOR_LODGE,0.0,0.0,1.0,0.0,8.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,40.0,4.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,66.0,22.807183076830913,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
87,87,ARBOR LODGE,2016-11,ARBOR_LODGE,0.0,0.0,3.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,57.0,21.193798932509306,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
88,88,ARBOR LODGE,2016-12,ARBOR_LODGE,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,48.0,20.799476748067924,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
89,89,ARBOR LODGE,2017-01,ARBOR_LODGE,0.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,34.0,24.264161567817222,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
90,90,ARBOR LODGE,2017-02,ARBOR_LODGE,0.0,0.0,3.0,0.0,4.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,45.0,21.876070773891573,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
91,91,ARBOR LODGE,2017-03,ARBOR_LODGE,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,43.0,20.381363178790075,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
92,92,ARBOR LODGE,2017-04,ARBOR_LODGE,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,44.0,20.76324387289834,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
93,93,ARBOR LODGE,2017-05,ARBOR_LODGE,0.0,1.0,6.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,59.0,22.62071447780693,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
94,94,ARBOR LODGE,2017-06,ARBOR_LODGE,0.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,42.0,22.775232206684716,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
95,95,ARBOR LODGE,2017-07,ARBOR_LODGE,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,46.0,24.53003913701994,460602,453500,240,31,126,2,0,1943,7115,8199,36,71234,68.0,44.9,11.0,2.4,1.5,40.1,32.2,18.1,1317,8.9,5.3,87.4,30.2,84.8,1.6,4.0,5.8,10,2,15,15.8,12.4,3.7,16.1,7.18,72
